Year	Month	Day	mean	stddev
2013	6	23	677.0460500370951	182.43898741859618
2013	6	24	590.6953767095885	163.6679897524333
2013	6	25	267.2650860526907	80.94333580559235
2013	6	26	274.79660285123856	82.76907191096635
2013	6	27	331.9301336637164	98.78521500712378
2013	6	28	110.83735640734297	42.76461236239774
2013	6	29	233.9038510977548	73.6808595994541
2013	6	30	264.79939056042423	81.85734038438014
2013	7	1	320.51848666420403	95.7082332917468
2013	7	2	322.0790678934072	94.95626517109643
2013	7	3	378.04403238044017	109.84043344102163
2013	7	4	431.75371427554694	120.70834329186508
2013	7	5	434.2562469413031	121.06272603545985
2013	7	6	448.6978913470568	125.52392575228716
2013	7	7	394.6101793652097	112.22492973665035
2013	7	8	388.6578286115822	112.20036745974679
2013	7	9	640.5271972410785	177.71001973413428
2013	7	10	350.4279958782875	96.03502193389251
2013	7	11	394.50418926009627	107.36075352689481
2013	7	12	400.0311790070646	112.53981718029289
2013	7	24	384.1869253730508	107.20475152008076
2013	7	25	728.0676269887422	202.1755680871234
2013	7	26	730.8637950893808	216.4624408643259
2013	7	27	767.3430555104558	228.11613619635682
2013	7	28	788.8661548910853	235.78820462605285
2013	7	29	820.9073605842459	245.28388299259137
2013	7	30	765.3049201738216	204.04937229609374
2013	7	31	747.433621760598	199.97550103906454
2013	8	1	737.4569626639052	199.03791753223794
2013	8	2	742.2842558610686	204.72912027637204
2013	8	3	733.1996168416092	198.58616225675414
2013	8	4	704.0043646322101	187.5610890556634
2013	8	5	667.2794193329249	174.559058965238
2013	8	6	691.1169307791478	201.20813387014306
2013	8	7	718.1782286667366	210.27102058270754
2013	8	8	757.2644150897365	224.90125206349654
2013	8	9	812.6957382726481	239.5612961794181
2013	8	10	796.5192828590594	231.16057146003106
2013	8	11	732.1942942422172	210.14557432029326
2013	8	12	740.8908480166525	215.29631666759641
2013	8	13	746.1383868034856	219.109204233069
2013	8	14	704.57889685172	204.48452552879013
2013	8	15	675.295894478258	196.6214026543809
2013	8	16	687.4362895804592	201.07545627650984
2013	8	17	707.4964956142692	207.94699759088465
2013	8	18	721.3926545770977	212.9534990165978
2013	8	19	721.343929853269	203.62762282450575
2013	8	20	746.7764752193438	221.45951378529702
2013	8	21	767.8275761142725	227.82227950279156
2013	8	22	787.4437548694743	233.4533885555537
2013	8	23	763.66955662749	222.45116203837574
2013	8	24	709.8982795066231	205.5019676523925
2013	8	25	712.3586033839117	208.04894079812522
2013	8	26	737.0769595791671	218.55282702159894
2013	8	27	809.0959145901755	244.75859523368337
2013	8	28	809.6028667393715	225.71131694407552
2013	8	29	735.5081537991505	198.17928003673234
2013	8	30	747.9434439170038	206.8305141060537
2013	8	31	827.4123567703637	251.53315522020685
2013	9	1	823.0833415270426	226.49471199410615
2013	9	2	871.337015207336	266.8953816746771
2013	9	3	803.7004399002437	217.23685316608186
2013	9	4	736.8237862115377	198.08844990362886
2013	9	5	695.5258225322697	185.77153822080007
2013	9	6	622.1193261079073	166.48052606801977
2013	9	7	641.5473912202378	174.62118360290043
2013	9	8	656.4603472254823	177.42911459905238
2013	9	9	595.1835318500514	160.7543852643005
2013	9	10	660.5538636346706	183.28070844864183
2013	9	11	821.93906169566	255.95997101641024
2013	9	12	834.1000864723919	255.83791286087438
2013	9	13	770.4594058880142	222.793557268583
2013	9	14	644.2736012163793	171.30730134481374
2013	9	15	607.1765525296137	163.40751237181024
2013	9	16	628.012685926584	191.29452169218982
2013	9	17	554.1669431438813	169.6162105407004
2013	9	18	576.4676732304629	176.23263962892537
2013	9	19	614.5384080067334	187.76433840704019
2013	9	20	644.9574259414112	196.9160325228173
2013	9	21	660.9177080451001	203.4946335502629
2013	9	22	659.8404742658573	200.79297080843327
2013	9	23	560.8795011417044	170.7724683889021
2013	9	24	535.0768569081326	163.61559434241497
2013	9	25	558.2766806259083	170.52949999995437
2013	9	26	573.939554903348	175.41627009243982
2013	9	27	576.4876376591112	176.95669257884924
2013	9	28	593.1934936888665	182.6239926652388
2013	9	29	589.4372059724144	180.73195233893173
2013	9	30	577.3940871262514	177.33825152363738
2013	10	1	604.3118452222392	186.97835722539287
2013	10	2	633.9925454996584	195.46089341661246
2013	10	3	630.115565849065	194.40409170660863
2013	10	4	611.4727149876896	188.0645529741969
2013	10	5	630.4642776042349	194.57929288209084
2013	10	6	586.6247369991737	176.69092525811422
2013	10	7	619.93234193374	186.81016322080015
2013	10	8	577.450175513218	171.45277937897916
2013	10	9	531.9244903565375	161.1948606888944
2013	10	10	515.1031914535191	156.11348521783842
2013	10	11	542.24416591048	161.8388659732951
2013	10	12	539.838943503014	162.42053504729134
2013	10	13	524.5730902666461	157.87671956845733
2013	10	14	517.5819455157073	156.45844746229233
2013	10	15	561.2989690924886	169.5676236169864
2013	10	16	546.2903398894798	164.1392091495513
2013	10	17	568.9900761516608	170.16685848289544
2013	10	18	572.93376696636	169.77393931611584
2013	10	19	524.1106114303532	155.69687276548
2013	10	20	507.3928583187575	151.07694900126046
2013	10	21	490.31192838328104	146.72761877801275
2013	10	22	497.81097013700355	149.76421338379194
2013	10	23	454.81504016049774	137.728796825355
2013	10	24	427.64383159808847	129.56263882223953
2013	10	25	407.5645150611298	124.32323600263146
2013	10	26	396.85377051882676	121.34481449217067
2013	10	27	411.9454395740113	125.03321522611837
2013	10	28	389.9134264485521	119.99371685495407
2013	10	29	362.26341641133484	113.48789393527197
2013	10	30	370.5965567209442	114.7911558342719
2013	10	31	412.6185240113026	126.29609813436802
2013	11	1	503.3000890266585	152.22365434102093
2013	11	2	466.9530206896403	139.59254109998287
2013	11	3	405.50554466391316	121.84286018117922
2013	11	4	336.0259628055927	106.1898397812148
2013	11	5	332.39438446808856	104.63536053808527
2013	11	6	382.94556610399457	116.73562374681478
2013	11	7	427.55905382469575	129.7625362295557
